al_ContractNumber;al_amount;al_issue_M_group;sex;is_client_local;has_snils;zaim_cards;age;has_foreign_currency_credits;court_counts;official_count;has_resold_credits;cred_line_state;potreb_tot;potreb_active_tot_group;potreb_other_states_tot;pdl_tot;pdl_closed_tot;pdl_active_to_total_group;pdl_delay5_cnt;pdl_delay30_cnt;pdl_delay60_cnt;pdl_delay90_cnt;pdl_delay_more_cnt;pdl_prolong_cnt;avg_payout_period_pdl;avg_pdl_full_cost;avg_pdl_amount;pdl_delay5_avg;pdl_delay30_avg;pdl_delay60_avg;pdl_delay90_avg;pdl_delay_more_avg;res_npl_15;is_test
111957-001-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
113288-001-17;5000;1;1;0;1;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
113818-001-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
114478-001-17;3000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
115753-001-17;5000;1;1;1;1;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
115872-001-17;5000;1;2;0;1;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
117071-001-17;5000;1;2;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
117126-001-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
118397-001-17;3000;1;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
118376-001-17;3000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
119391-001-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
120756-001-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;1;1;1;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;0
120819-001-17;3000;1;2;1;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
124687-001-17;5000;1;1;1;0;0;2;0;0;1;0;2;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0
125725-001-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
127393-001-17;5000;1;1;1;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
128055-001-17;3000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
130478-001-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
131463-001-17;5000;3;1;0;0;0;2;1;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
131846-001-17;3000;3;1;0;0;0;2;0;0;0;0;2;1;1;0;1;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
132183-001-17;3000;3;2;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
131904-001-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
133801-001-17;3000;3;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
133684-001-17;3000;3;1;0;0;0;1;0;0;0;1;2;0;3;0;1;0;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0
134557-001-17;5000;3;1;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
134242-001-17;4000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
135091-001-17;3000;3;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
134953-001-17;5000;3;2;0;1;0;3;1;0;0;0;1;1;3;1;1;1;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;1;0
134903-001-17;4000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
135556-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
136812-001-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
137248-001-17;3000;3;1;0;1;0;3;0;0;0;0;2;1;1;0;1;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;1;0
137224-001-17;3000;3;1;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
137475-001-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
138860-001-17;5000;3;1;1;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
139132-001-17;5000;3;1;0;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
140166-001-17;3000;3;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
140374-001-17;5000;3;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
141229-001-17;3000;3;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
141757-001-17;5000;3;1;1;1;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
142986-001-17;3000;3;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
142437-001-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
143040-001-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
143693-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
143831-001-17;3000;3;2;0;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
145161-001-17;3000;3;1;0;1;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
146264-001-17;5000;3;2;0;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
146578-001-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
146152-001-17;3000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
146305-001-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
148665-001-17;3000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
148808-001-17;3000;3;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
150078-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;1;2;0;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0
149966-001-17;5000;3;2;0;0;0;3;0;0;0;0;2;1;2;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0
150119-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
151710-001-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
152018-001-17;3000;3;1;1;0;0;3;0;0;1;0;2;1;3;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
154235-001-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
155031-001-17;3000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
155042-001-17;5000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
155476-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
157503-001-17;5000;3;2;0;0;0;2;0;0;0;0;2;1;3;0;1;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0
158177-001-17;5000;3;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
158026-001-17;3000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
158270-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
159256-001-17;5000;3;1;0;0;0;3;0;1;0;1;1;1;2;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
159322-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
160652-001-17;3000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
160625-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
160928-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
162010-001-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
161585-001-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
161978-001-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
162968-001-17;5000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
163249-001-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
164038-001-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
164740-001-17;3000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
164780-001-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
165581-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
166039-001-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
166863-001-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
168501-001-17;3000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
168148-001-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
169531-001-17;3000;3;1;1;1;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
170436-001-17;5000;3;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
170798-001-17;5000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
172452-001-17;5000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
176770-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
176327-001-17;3000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
177616-001-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
178349-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
178992-001-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
180729-001-17;5000;3;1;0;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
180273-001-17;5000;3;1;1;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
181013-001-17;5000;3;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
181002-001-17;5000;3;2;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
181688-001-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
181918-001-17;3000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
182183-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
182494-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
182784-001-17;3000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
183491-001-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
185859-001-17;4000;3;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
185516-001-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
186078-001-17;4000;3;2;0;0;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
186194-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
188276-001-17;5000;3;2;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
188989-001-17;3000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
189583-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
191500-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
192137-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
192779-001-17;5000;3;2;1;0;0;3;1;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
193753-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;1;2;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
195489-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
196220-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
197214-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
199439-001-17;4000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
200443-001-17;5000;3;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
200629-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
200487-001-17;5000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
201244-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
203498-001-17;3000;3;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
209923-001-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
210390-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
210151-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
211272-001-17;5000;3;2;1;1;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
212506-001-17;3000;3;2;0;1;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
213474-001-17;3000;3;2;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
213798-001-17;3000;3;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
214215-001-17;5000;3;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
214904-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
215212-001-17;5000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
215867-001-17;4000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
215992-001-17;5000;3;2;1;0;0;1;0;0;0;0;2;1;3;0;1;0;2;1;1;0;0;0;1;1;2;1;1;1;0;0;0;0;0
217192-001-17;5000;3;2;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
217154-001-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
217430-001-17;5000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
218130-001-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
218530-001-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
218450-001-17;5000;3;2;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
219021-001-17;5000;2;2;1;0;0;2;0;1;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
219276-001-17;5000;2;1;0;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
219825-001-17;5000;2;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
219700-001-17;5000;2;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
220720-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;1;3;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
221973-001-17;3000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
221541-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
223413-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
223733-001-17;4000;2;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
224397-001-17;3000;2;1;0;0;0;3;0;0;0;0;1;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
225207-001-17;3000;2;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
224893-001-17;5000;2;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
226073-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
227278-001-17;3000;2;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
229299-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
228996-001-17;5000;2;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
230367-001-17;5000;2;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
230770-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
231648-001-17;5000;2;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
232216-001-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
231820-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
234162-001-17;3000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
235572-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
236661-001-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
239477-001-17;5000;2;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
240197-001-17;3000;2;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
240039-001-17;5000;2;1;0;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
241524-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
242085-001-17;3000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
243638-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
244083-001-17;5000;2;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
243779-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
245196-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
245161-001-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
244748-001-17;5000;2;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
245663-001-17;5000;2;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
245767-001-17;3000;2;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
246023-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
248602-001-17;5000;2;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
250224-001-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
